site_id,date,year,kwh_elec,kwh_gas,avg_temp
S015,2025-01-19,2025,412.85,372.17,2.60
S016,2025-01-19,2025,28.68,66.60,2.85
S017,2025-01-19,2025,31.39,57.47,1.07
S018,2025-01-19,2025,70.04,202.54,3.03
S019,2025-01-19,2025,751.28,750.95,0.56
S020,2025-01-19,2025,47.08,89.75,1.66
S021,2025-01-19,2025,75.72,130.25,2.22
S022,2025-01-19,2025,72.96,168.89,4.78
S023,2025-01-19,2025,436.18,393.19,3.24
S024,2025-01-19,2025,25.47,47.52,3.25
S025,2025-01-19,2025,117.79,177.42,4.06
S026,2025-01-19,2025,52.76,150.51,1.08
S027,2025-01-19,2025,519.05,510.98,1.06
S028,2025-01-19,2025,0.00,0.00,1.36
S029,2025-01-19,2025,0.00,0.00,0.48
S030,2025-01-19,2025,0.00,0.00,4.03
S001,2025-01-20,2025,178.40,228.00,4.48
S002,2025-01-20,2025,113.82,357.65,-0.69
S003,2025-01-20,2025,864.18,775.79,4.98
S004,2025-01-20,2025,205.50,383.51,2.13
S005,2025-01-20,2025,136.82,212.24,3.24
S006,2025-01-20,2025,163.14,492.71,-0.86
S007,2025-01-20,2025,892.56,976.26,-0.66
S008,2025-01-20,2025,34.16,75.13,0.09
S009,2025-01-20,2025,109.26,191.42,2.15
S010,2025-01-20,2025,260.86,607.66,1.51
S011,2025-01-20,2025,949.28,880.93,0.94
S012,2025-01-20,2025,76.75,120.59,4.85
S013,2025-01-20,2025,46.91,101.37,0.21
S014,2025-01-20,2025,245.78,700.10,-0.65
S015,2025-01-20,2025,684.38,573.25,4.00
S016,2025-01-20,2025,49.66,105.24,3.43
S017,2025-01-20,2025,44.02,90.35,1.20
S018,2025-01-20,2025,119.26,305.99,4.30
S019,2025-01-20,2025,1025.73,1144.13,0.94
S020,2025-01-20,2025,69.65,119.22,5.02
S021,2025-01-20,2025,132.15,178.74,3.72
S022,2025-01-20,2025,121.63,341.64,1.38
S023,2025-01-20,2025,751.15,801.78,-0.83
S024,2025-01-20,2025,37.97,111.84,-0.95
S025,2025-01-20,2025,157.63,293.19,2.54
S026,2025-01-20,2025,88.61,227.24,3.52
S027,2025-01-20,2025,756.68,975.30,0.04
S028,2025-01-20,2025,0.00,0.00,0.86
S029,2025-01-20,2025,0.00,0.00,4.76
S030,2025-01-20,2025,0.00,0.00,4.23
S001,2025-01-21,2025,165.47,305.36,-0.04
S002,2025-01-21,2025,101.63,260.51,4.07
S003,2025-01-21,2025,858.17,1033.77,-0.81
S004,2025-01-21,2025,169.99,417.40,1.58
S005,2025-01-21,2025,160.52,285.22,1.36
S006,2025-01-21,2025,157.88,378.50,4.15
S007,2025-01-21,2025,768.68,787.90,2.53
S008,2025-01-21,2025,31.59,71.15,2.28
S009,2025-01-21,2025,117.12,186.16,4.93
S010,2025-01-21,2025,209.16,573.21,4.49
S011,2025-01-21,2025,899.03,1052.08,-0.17
S012,2025-01-21,2025,76.66,154.09,1.80
S013,2025-01-21,2025,52.66,89.96,3.14
S014,2025-01-21,2025,218.88,630.63,2.89
S015,2025-01-21,2025,739.49,661.18,2.96
S016,2025-01-21,2025,53.29,113.45,2.06
S017,2025-01-21,2025,43.84,77.12,2.80
S018,2025-01-21,2025,123.03,430.85,-0.83
S019,2025-01-21,2025,1020.45,1166.59,-0.61
S020,2025-01-21,2025,73.03,122.69,4.79
S021,2025-01-21,2025,109.38,225.79,-0.22
S022,2025-01-21,2025,103.81,290.52,3.45
S023,2025-01-21,2025,645.48,528.21,4.62
S024,2025-01-21,2025,37.00,75.19,3.76
S025,2025-01-21,2025,172.50,247.94,4.17
S026,2025-01-21,2025,90.88,220.03,3.84
S027,2025-01-21,2025,846.83,769.87,4.57
S028,2025-01-21,2025,0.00,0.00,0.72
S029,2025-01-21,2025,0.00,0.00,4.72
S030,2025-01-21,2025,0.00,0.00,0.85
S001,2025-01-22,2025,182.09,279.45,1.16
S002,2025-01-22,2025,102.70,290.13,1.79
S003,2025-01-22,2025,869.32,1169.36,-0.24
S004,2025-01-22,2025,207.28,419.33,0.30
S005,2025-01-22,2025,150.42,277.86,0.80
S006,2025-01-22,2025,142.95,459.85,0.32
S007,2025-01-22,2025,750.83,804.59,1.87
S008,2025-01-22,2025,34.07,58.94,4.71
S009,2025-01-22,2025,125.87,244.52,0.44
S010,2025-01-22,2025,238.27,588.95,4.48
S011,2025-01-22,2025,766.14,1007.06,-0.48
S012,2025-01-22,2025,72.30,184.10,0.49
S013,2025-01-22,2025,50.72,102.81,-0.90
S014,2025-01-22,2025,235.70,575.70,4.25
S015,2025-01-22,2025,650.37,663.48,3.59
S016,2025-01-22,2025,51.46,89.82,3.35
S017,2025-01-22,2025,50.59,67.45,4.51
S018,2025-01-22,2025,117.21,266.78,5.04
S019,2025-01-22,2025,1205.86,966.57,3.78
S020,2025-01-22,2025,73.30,137.09,3.96
S021,2025-01-22,2025,135.62,180.91,3.29
S022,2025-01-22,2025,114.45,282.87,3.27
S023,2025-01-22,2025,714.97,742.58,1.04
S024,2025-01-22,2025,36.81,84.81,2.21
S025,2025-01-22,2025,171.48,335.45,1.92
S026,2025-01-22,2025,81.80,232.33,1.40
S027,2025-01-22,2025,776.97,868.61,1.04
S028,2025-01-22,2025,0.00,0.00,-0.65
S029,2025-01-22,2025,0.00,0.00,4.03
S030,2025-01-22,2025,0.00,0.00,-0.38
S001,2025-01-23,2025,150.54,244.12,3.07
S002,2025-01-23,2025,104.49,350.46,-0.75
S003,2025-01-23,2025,1007.92,1079.25,0.01
S004,2025-01-23,2025,182.19,461.63,0.05
S005,2025-01-23,2025,159.69,228.57,2.26
S006,2025-01-23,2025,133.72,351.37,4.70
S007,2025-01-23,2025,770.90,850.06,0.04
S008,2025-01-23,2025,29.27,56.30,3.99
S009,2025-01-23,2025,119.94,170.99,4.77
S010,2025-01-23,2025,261.32,694.20,0.58
S011,2025-01-23,2025,773.08,836.84,2.33
S012,2025-01-23,2025,82.55,142.56,2.48
S013,2025-01-23,2025,invalid,98.03,1.18
S014,2025-01-23,2025,224.04,535.85,4.54
S015,2025-01-23,2025,677.88,664.95,0.88
S016,2025-01-23,2025,54.99,95.59,4.75
S017,2025-01-23,2025,50.80,75.48,2.94
S018,2025-01-23,2025,124.77,354.99,2.39
S019,2025-01-23,2025,1033.48,968.53,3.57
S020,2025-01-23,2025,73.98,150.83,2.51
S021,2025-01-23,2025,132.71,260.51,0.34
S022,2025-01-23,2025,123.19,273.56,4.09
S023,2025-01-23,2025,703.72,598.40,3.47
S024,2025-01-23,2025,43.42,84.99,2.63
S025,2025-01-23,2025,167.94,280.85,3.16
S026,2025-01-23,2025,94.14,221.08,2.90
S027,2025-01-23,2025,747.95,1017.78,-0.68
S028,2025-01-23,2025,0.00,0.00,0.85
S029,2025-01-23,2025,0.00,0.00,4.87
S030,2025-01-23,2025,0.00,0.00,2.23
S001,2025-01-24,2025,144.47,306.83,1.79
S002,2025-01-24,2025,110.27,280.18,2.00
S003,2025-01-24,2025,985.45,864.71,4.60
S004,2025-01-24,2025,176.30,492.11,-0.32
S005,2025-01-24,2025,159.17,290.85,0.27
S006,2025-01-24,2025,153.80,344.64,4.09
S007,2025-01-24,2025,841.95,883.36,-0.05
S008,2025-01-24,2025,29.15,69.35,0.24
S009,2025-01-24,2025,126.97,197.79,2.20
S010,2025-01-24,2025,230.39,502.14,4.58
S011,2025-01-24,2025,791.35,719.32,3.74
S012,2025-01-24,2025,66.38,152.06,3.61
S013,2025-01-24,2025,55.95,95.31,2.76
S014,2025-01-24,2025,235.45,579.54,3.75
S015,2025-01-24,2025,695.40,558.00,3.90
S016,2025-01-24,2025,49.36,80.92,4.75
S017,2025-01-24,2025,47.98,103.21,-0.67
S018,2025-01-24,2025,123.89,424.19,-0.71
S019,2025-01-24,2025,1145.22,1134.18,2.05
S020,2025-01-24,2025,65.42,164.65,1.52
S021,2025-01-24,2025,111.17,246.68,-0.06
S022,2025-01-24,2025,108.00,357.92,1.55
S023,2025-01-24,2025,719.33,844.91,-0.58
S024,2025-01-24,2025,38.15,89.88,1.73
S025,2025-01-24,2025,191.33,365.81,0.45
S026,2025-01-24,2025,82.44,242.15,0.24
S027,2025-01-24,2025,863.46,917.79,-0.27
S028,2025-01-24,2025,0.00,0.00,4.24
S029,2025-01-24,2025,0.00,0.00,3.66
S030,2025-01-24,2025,0.00,0.00,2.05
S001,2025-01-25,2025,102.00,219.08,-0.64
S002,2025-01-25,2025,68.71,194.92,0.59
S003,2025-01-25,2025,653.79,695.78,0.43
S004,2025-01-25,2025,109.42,280.71,0.79
S005,2025-01-25,2025,95.06,177.52,-0.81
S006,2025-01-25,2025,86.99,282.85,0.72
S007,2025-01-25,2025,538.99,464.21,3.45
S008,2025-01-25,2025,21.29,45.52,-0.48
S009,2025-01-25,2025,66.69,152.65,0.96
S010,2025-01-25,2025,154.71,326.08,4.07
S011,2025-01-25,2025,498.27,518.65,2.40
S012,2025-01-25,2025,46.87,101.64,0.24
S013,2025-01-25,2025,31.34,49.46,4.15
S014,2025-01-25,2025,138.89,455.97,0.29
S015,2025-01-25,2025,454.11,445.10,1.80
S016,2025-01-25,2025,29.48,66.05,1.17
S017,2025-01-25,2025,26.54,53.75,0.93
S018,2025-01-25,2025,85.90,207.65,3.71
S019,2025-01-25,2025,609.62,703.36,1.23
S020,2025-01-25,2025,41.66,80.71,2.68
S021,2025-01-25,2025,73.46,123.07,3.80
S022,2025-01-25,2025,73.23,179.89,4.67
S023,2025-01-25,2025,388.47,343.64,4.02
S024,2025-01-25,2025,27.86,45.79,3.50
S025,2025-01-25,2025,120.93,175.15,2.43
S026,2025-01-25,2025,55.09,157.82,0.69
S027,2025-01-25,2025,473.31,535.39,1.27
S028,2025-01-25,2025,0.00,0.00,1.27
S029,2025-01-25,2025,0.00,0.00,5.03
S030,2025-01-25,2025,0.00,0.00,4.10
S001,2025-01-26,2025,108.60,182.85,2.70
S002,2025-01-26,2025,75.21,147.56,4.51
S003,2025-01-26,2025,613.68,684.57,-0.47
S004,2025-01-26,2025,113.35,247.67,1.81
S005,2025-01-26,2025,83.72,174.03,1.87
S006,2025-01-26,2025,82.30,244.10,1.61
S007,2025-01-26,2025,530.27,385.92,4.78
S008,2025-01-26,2025,19.43,46.83,-0.70
S009,2025-01-26,2025,79.33,113.10,3.74
S010,2025-01-26,2025,153.61,440.59,1.09
S011,2025-01-26,2025,481.00,612.14,-0.54
S012,2025-01-26,2025,40.81,106.63,-0.82
S013,2025-01-26,2025,36.80,73.93,-0.65
S014,2025-01-26,2025,163.72,429.49,0.61
S015,2025-01-26,2025,441.30,427.11,2.88
S016,2025-01-26,2025,28.75,55.18,3.34
S017,2025-01-26,2025,30.11,60.83,0.26
S018,2025-01-26,2025,71.54,173.26,4.57
S019,2025-01-26,2025,680.61,680.12,3.17
S020,2025-01-26,2025,48.21,69.77,4.84
S021,2025-01-26,2025,70.72,131.27,2.58
S022,2025-01-26,2025,77.33,199.81,3.18
S023,2025-01-26,2025,425.24,406.35,1.42
S024,2025-01-26,2025,26.89,44.89,5.00
S025,2025-01-26,2025,114.99,217.45,1.38
S026,2025-01-26,2025,57.78,138.05,2.92
S027,2025-01-26,2025,582.90,500.50,3.32
S028,2025-01-26,2025,0.00,0.00,-0.09
S029,2025-01-26,2025,0.00,0.00,-0.37
S030,2025-01-26,2025,0.00,0.00,-0.26
S001,2025-01-27,2025,168.54,272.94,2.48
S002,2025-01-27,2025,106.18,314.58,2.33
S003,2025-01-27,2025,866.78,934.27,3.29
S004,2025-01-27,2025,176.88,325.51,4.88
S005,2025-01-27,2025,158.48,259.67,2.07
S006,2025-01-27,2025,134.63,376.10,4.02
S007,2025-01-27,2025,754.25,834.75,1.72
S008,2025-01-27,2025,32.22,61.08,4.36
S009,2025-01-27,2025,114.56,208.49,1.70
S010,2025-01-27,2025,208.21,608.46,2.57
S011,2025-01-27,2025,885.69,828.21,1.77
S012,2025-01-27,2025,69.14,142.34,2.69
S013,2025-01-27,2025,55.21,101.28,1.77
S014,2025-01-27,2025,245.33,599.16,4.27
S015,2025-01-27,2025,623.47,535.14,4.87
S016,2025-01-27,2025,55.23,116.12,0.77
S017,2025-01-27,2025,43.07,81.16,3.42
S018,2025-01-27,2025,112.70,290.23,4.13
S019,2025-01-27,2025,1036.83,862.68,5.11
S020,2025-01-27,2025,70.86,140.75,4.16
S021,2025-01-27,2025,121.74,185.70,2.66
S022,2025-01-27,2025,117.79,309.11,2.94
S023,2025-01-27,2025,674.22,781.62,-0.32
S024,2025-01-27,2025,42.34,67.91,4.51
S025,2025-01-27,2025,157.29,284.07,2.40
S026,2025-01-27,2025,76.27,221.94,2.98
S027,2025-01-27,2025,890.81,826.55,2.75
S028,2025-01-27,2025,0.00,0.00,4.63
S029,2025-01-27,2025,0.00,0.00,1.21
S030,2025-01-27,2025,0.00,0.00,0.26
S001,2025-01-28,2025,149.09,207.08,5.19
S002,2025-01-28,2025,116.46,289.34,0.84
S003,2025-01-28,2025,1013.66,863.46,2.46
S004,2025-01-28,2025,176.52,343.95,3.18
S005,2025-01-28,2025,138.37,216.06,5.17
S006,2025-01-28,2025,138.43,392.88,1.07
S007,2025-01-28,2025,838.88,695.66,5.06
S008,2025-01-28,2025,30.51,62.37,3.88
S009,2025-01-28,2025,123.28,175.43,3.58
S010,2025-01-28,2025,238.80,562.54,2.49
S011,2025-01-28,2025,967.69,737.62,3.97
S012,2025-01-28,2025,78.48,158.08,1.66
S013,2025-01-28,2025,52.72,99.68,2.11
S014,2025-01-28,2025,248.34,584.34,2.64
S015,2025-01-28,2025,687.65,676.45,2.71
S016,2025-01-28,2025,49.10,117.14,1.20
S017,2025-01-28,2025,48.76,89.47,0.80
S018,2025-01-28,2025,132.33,315.07,3.47
S019,2025-01-28,2025,1143.21,1037.32,2.12
S020,2025-01-28,2025,78.87,145.51,2.29
S021,2025-01-28,2025,117.39,251.42,0.29
S022,2025-01-28,2025,108.07,393.88,-0.39
S023,2025-01-28,2025,648.61,593.97,4.49
S024,2025-01-28,2025,37.49,86.50,3.13
S025,2025-01-28,2025,169.23,274.83,3.57
S026,2025-01-28,2025,83.65,281.73,0.18
S027,2025-01-28,2025,912.50,941.98,-0.69
S028,2025-01-28,2025,0.00,0.00,0.91
S029,2025-01-28,2025,0.00,0.00,4.09
S030,2025-01-28,2025,0.00,0.00,2.89
S001,2025-01-29,2025,145.01,226.45,5.24
S002,2025-01-29,2025,109.82,297.04,1.56
S003,2025-01-29,2025,1027.36,923.92,2.23
S004,2025-01-29,2025,207.82,401.49,2.10
S005,2025-01-29,2025,162.14,211.57,4.67
S006,2025-01-29,2025,158.29,395.15,0.94
S007,2025-01-29,2025,878.28,793.82,2.21
S008,2025-01-29,2025,29.96,68.05,1.01
S009,2025-01-29,2025,121.64,202.67,3.22
S010,2025-01-29,2025,248.83,666.10,2.29
S011,2025-01-29,2025,927.27,855.20,1.15
S012,2025-01-29,2025,73.46,183.03,1.05
S013,2025-01-29,2025,51.48,89.78,1.31
S014,2025-01-29,2025,244.58,563.37,4.53
S015,2025-01-29,2025,655.47,694.11,1.89
S016,2025-01-29,2025,43.66,111.50,0.11
S017,2025-01-29,2025,43.64,85.77,0.58
S018,2025-01-29,2025,135.84,355.49,2.51
S019,2025-01-29,2025,1141.56,1194.11,0.29
S020,2025-01-29,2025,66.35,157.05,1.84
S021,2025-01-29,2025,111.03,176.31,4.77
S022,2025-01-29,2025,128.28,312.43,2.63
S023,2025-01-29,2025,683.85,622.22,3.20
S024,2025-01-29,2025,42.95,88.43,0.80
S025,2025-01-29,2025,157.96,283.27,3.31
S026,2025-01-29,2025,76.11,213.19,2.23
S027,2025-01-29,2025,943.02,815.27,3.31
S028,2025-01-29,2025,0.00,0.00,2.60
S029,2025-01-29,2025,0.00,0.00,2.00
S030,2025-01-29,2025,0.00,0.00,3.83
S001,2025-01-30,2025,174.89,343.29,-0.59
S002,2025-01-30,2025,121.23,233.19,4.17
S003,2025-01-30,2025,invalid,950.28,2.22
S004,2025-01-30,2025,174.11,372.68,4.08
S005,2025-01-30,2025,129.99,298.87,-0.27
S006,2025-01-30,2025,159.32,399.78,0.94
S007,2025-01-30,2025,859.26,801.08,3.61
S008,2025-01-30,2025,30.68,52.32,4.99
S009,2025-01-30,2025,136.12,181.93,3.65
S010,2025-01-30,2025,217.80,607.59,3.49
S011,2025-01-30,2025,946.79,879.08,0.47
S012,2025-01-30,2025,77.26,146.63,3.03
S013,2025-01-30,2025,55.28,75.57,5.10
S014,2025-01-30,2025,263.65,807.36,-0.21
S015,2025-01-30,2025,607.85,683.69,2.83
S016,2025-01-30,2025,46.54,92.60,2.70
S017,2025-01-30,2025,51.92,74.64,4.74
S018,2025-01-30,2025,117.22,305.80,4.32
S019,2025-01-30,2025,1225.61,1167.54,2.26
S020,2025-01-30,2025,69.57,151.74,2.22
S021,2025-01-30,2025,112.58,183.15,4.99
S022,2025-01-30,2025,107.92,294.07,4.39
S023,2025-01-30,2025,724.23,633.36,3.15
S024,2025-01-30,2025,41.60,97.26,0.80
S025,2025-01-30,2025,173.09,300.87,2.42
S026,2025-01-30,2025,80.94,263.18,0.86
,,,,,
S028,2025-01-30,2025,0.00,0.00,4.89
S029,2025-01-30,2025,0.00,0.00,2.02
S030,2025-01-30,2025,0.00,0.00,0.65
S001,2025-01-31,2025,182.62,278.79,2.19
S002,2025-01-31,2025,98.94,304.20,0.94
S003,2025-01-31,2025,1028.67,1044.89,0.42
S004,2025-01-31,2025,205.80,302.57,5.20
S005,2025-01-31,2025,147.07,219.72,5.03
S006,2025-01-31,2025,153.06,421.69,2.50
S007,2025-01-31,2025,763.96,898.41,0.52
S008,2025-01-31,2025,27.98,61.48,4.49
S009,2025-01-31,2025,118.91,210.12,2.06
S010,2025-01-31,2025,216.81,673.78,2.10
S011,2025-01-31,2025,786.76,860.59,3.42
S012,2025-01-31,2025,71.00,168.46,2.39
S013,2025-01-31,2025,51.11,88.88,1.65
S014,2025-01-31,2025,237.05,632.12,1.82
S015,2025-01-31,2025,669.86,722.44,-0.57
S016,2025-01-31,2025,54.52,127.91,0.07
S017,2025-01-31,2025,47.41,87.62,0.73
S018,2025-01-31,2025,125.67,284.36,4.63
S019,2025-01-31,2025,998.45,991.97,4.56
S020,2025-01-31,2025,69.11,159.31,1.33
S021,2025-01-31,2025,124.27,194.41,3.70
S022,2025-01-31,2025,109.49,393.13,-0.09
S023,2025-01-31,2025,750.35,842.46,-0.06
S024,2025-01-31,2025,37.05,96.62,0.24
S025,2025-01-31,2025,196.77,316.06,2.53
S026,2025-01-31,2025,77.49,258.08,1.91
S027,2025-01-31,2025,793.16,877.90,2.71
S028,2025-01-31,2025,0.00,0.00,1.87
S029,2025-01-31,2025,0.00,0.00,0.73
S030,2025-01-31,2025,0.00,0.00,4.22
S001,2025-02-01,2025,98.18,166.92,1.81
S002,2025-02-01,2025,62.39,190.75,1.79
S003,2025-02-01,2025,528.02,556.06,1.48
S004,2025-02-01,2025,128.49,266.34,1.15
S005,2025-02-01,2025,98.21,144.12,3.58
S006,2025-02-01,2025,82.38,250.51,0.60
S007,2025-02-01,2025,484.81,472.62,2.52
S008,2025-02-01,2025,20.38,48.65,0.81
S009,2025-02-01,2025,70.59,126.05,3.90
S010,2025-02-01,2025,154.11,398.96,1.57
S011,2025-02-01,2025,569.20,520.25,2.66
S012,2025-02-01,2025,49.94,81.93,4.74
S013,2025-02-01,2025,29.96,55.44,2.79
S014,2025-02-01,2025,161.58,357.66,4.42
S015,2025-02-01,2025,437.29,327.46,4.84
S016,2025-02-01,2025,27.04,77.40,0.41
S017,2025-02-01,2025,28.71,45.19,2.71
S018,2025-02-01,2025,73.70,228.62,1.92
S019,2025-02-01,2025,709.70,630.64,3.46
S020,2025-02-01,2025,40.32,101.64,-0.52
S021,2025-02-01,2025,75.99,153.59,-0.44
S022,2025-02-01,2025,80.52,154.92,5.13
S023,2025-02-01,2025,383.51,406.96,3.56
S024,2025-02-01,2025,25.04,64.32,0.55
S025,2025-02-01,2025,119.24,168.84,2.63
S026,2025-02-01,2025,54.09,148.37,2.98
S027,2025-02-01,2025,560.75,649.68,-0.06
S028,2025-02-01,2025,0.00,0.00,4.22
S029,2025-02-01,2025,0.00,0.00,4.52
S030,2025-02-01,2025,0.00,0.00,5.14
S001,2025-02-02,2025,106.43,185.35,0.61
S002,2025-02-02,2025,74.43,153.19,4.88
S003,2025-02-02,2025,560.30,431.30,5.38
S004,2025-02-02,2025,110.74,239.68,2.68
S005,2025-02-02,2025,89.66,186.15,0.12
S006,2025-02-02,2025,96.58,230.77,4.44
S007,2025-02-02,2025,476.35,496.30,1.99
S008,2025-02-02,2025,17.88,37.07,3.41
S009,2025-02-02,2025,81.82,143.97,0.22
S010,2025-02-02,2025,150.42,410.66,2.15
S011,2025-02-02,2025,587.63,504.18,2.43
S012,2025-02-02,2025,43.29,75.55,4.81
S013,2025-02-02,2025,34.94,57.78,1.73
S014,2025-02-02,2025,135.56,399.42,1.81
S015,2025-02-02,2025,382.93,381.08,3.38
S016,2025-02-02,2025,29.93,52.93,5.12
S017,2025-02-02,2025,30.09,60.13,0.91
S018,2025-02-02,2025,81.25,226.62,-0.07
S019,2025-02-02,2025,719.05,530.73,4.82
S020,2025-02-02,2025,47.74,82.55,4.93
S021,2025-02-02,2025,71.94,139.78,2.40
S022,2025-02-02,2025,71.08,212.47,-0.46
S023,2025-02-02,2025,405.46,480.16,-0.17
S024,2025-02-02,2025,23.96,40.86,4.70
S025,2025-02-02,2025,116.38,165.22,4.36
S026,2025-02-02,2025,55.36,119.69,4.15
S027,2025-02-02,2025,468.90,606.87,0.15
S028,2025-02-02,2025,0.00,0.00,0.95
S029,2025-02-02,2025,0.00,0.00,1.47
S030,2025-02-02,2025,0.00,0.00,1.17
S001,2025-02-03,2025,168.50,255.22,4.67
S002,2025-02-03,2025,105.78,310.25,2.33
S003,2025-02-03,2025,1009.08,810.47,4.92
S004,2025-02-03,2025,165.79,416.71,-0.09
S005,2025-02-03,2025,145.05,199.64,4.71
S006,2025-02-03,2025,163.05,444.39,0.54
S007,2025-02-03,2025,846.47,669.33,4.41
S008,2025-02-03,2025,27.80,80.58,-0.41
S009,2025-02-03,2025,133.41,162.52,4.87
S010,2025-02-03,2025,252.97,587.45,3.59
S011,2025-02-03,2025,772.95,686.48,4.12
S012,2025-02-03,2025,77.43,134.85,4.49
S013,2025-02-03,2025,59.09,88.73,2.08
S014,2025-02-03,2025,243.96,512.30,5.44
S015,2025-02-03,2025,667.76,679.90,3.22
S016,2025-02-03,2025,45.92,97.75,1.98
S017,2025-02-03,2025,46.32,85.68,0.93
S018,2025-02-03,2025,124.20,360.83,1.72
S019,2025-02-03,2025,1062.62,963.00,4.04
S020,2025-02-03,2025,64.74,173.66,-0.07
S021,2025-02-03,2025,127.77,234.52,0.57
S022,2025-02-03,2025,115.30,281.16,4.80
S023,2025-02-03,2025,747.11,777.21,0.24
S024,2025-02-03,2025,40.21,90.32,-0.17
S025,2025-02-03,2025,158.60,321.48,2.56
S026,2025-02-03,2025,92.18,203.27,5.05
S027,2025-02-03,2025,894.02,747.65,4.64
S028,2025-02-03,2025,0.00,0.00,2.88
S029,2025-02-03,2025,0.00,0.00,0.43
S030,2025-02-03,2025,0.00,0.00,-0.26
S001,2025-02-04,2025,175.39,269.43,3.39
S002,2025-02-04,2025,107.77,279.36,2.02
S003,2025-02-04,2025,909.52,916.97,2.91
S004,2025-02-04,2025,206.85,324.89,4.45
S005,2025-02-04,2025,147.88,250.87,2.99
S006,2025-02-04,2025,156.10,341.59,3.35
S007,2025-02-04,2025,866.74,727.61,4.95
S008,2025-02-04,2025,28.68,70.02,2.25
S009,2025-02-04,2025,111.74,242.81,0.53
S010,2025-02-04,2025,235.11,580.83,3.76
S011,2025-02-04,2025,963.07,880.83,0.36
S012,2025-02-04,2025,74.55,186.89,0.29
S013,2025-02-04,2025,51.20,87.93,3.14
S014,2025-02-04,2025,212.12,739.54,1.11
S015,2025-02-04,2025,669.37,813.93,-0.46
S016,2025-02-04,2025,47.82,90.84,3.49
S017,2025-02-04,2025,50.77,69.56,4.33
S018,2025-02-04,2025,137.79,348.25,3.01
S019,2025-02-04,2025,1084.33,934.20,5.46
S020,2025-02-04,2025,66.18,164.21,0.44
S021,2025-02-04,2025,113.80,208.39,1.29
S022,2025-02-04,2025,122.24,394.53,-0.41
S023,2025-02-04,2025,617.37,706.10,1.63
S024,2025-02-04,2025,41.70,73.80,4.81
S025,2025-02-04,2025,179.02,296.69,3.79
S026,2025-02-04,2025,86.67,259.95,0.33
S027,2025-02-04,2025,885.79,865.93,0.54
S028,2025-02-04,2025,0.00,0.00,-0.06
S029,2025-02-04,2025,0.00,0.00,4.63
S030,2025-02-04,2025,0.00,0.00,-0.14
S001,2025-02-05,2025,163.85,274.26,3.66
S002,2025-02-05,2025,106.22,311.24,0.98
S003,2025-02-05,2025,1029.17,901.18,4.37
S004,2025-02-05,2025,200.46,375.31,3.01
S005,2025-02-05,2025,132.69,277.85,1.82
S006,2025-02-05,2025,152.60,321.80,5.38
S007,2025-02-05,2025,852.51,893.15,-0.05
S008,2025-02-05,2025,28.42,54.71,4.42
S009,2025-02-05,2025,127.32,202.48,3.44
S010,2025-02-05,2025,230.50,596.53,1.80
S011,2025-02-05,2025,940.41,1080.01,-0.38
S012,2025-02-05,2025,78.73,149.82,1.95
S013,2025-02-05,2025,53.28,104.09,1.58
S014,2025-02-05,2025,252.46,490.05,5.12
S015,2025-02-05,2025,711.58,695.23,1.30
S016,2025-02-05,2025,46.84,112.94,2.29
S017,2025-02-05,2025,50.29,65.32,4.43
S018,2025-02-05,2025,118.40,380.72,0.68
S019,2025-02-05,2025,969.64,997.87,2.82
S020,2025-02-05,2025,67.89,150.34,3.25
S021,2025-02-05,2025,137.00,207.22,2.28
S022,2025-02-05,2025,114.28,254.34,4.00
S023,2025-02-05,2025,733.84,518.88,4.83
S024,2025-02-05,2025,44.36,86.76,1.65
S025,2025-02-05,2025,194.38,251.13,3.82
S026,2025-02-05,2025,91.68,219.66,2.74
S027,2025-02-05,2025,751.96,698.68,3.92
S028,2025-02-05,2025,0.00,0.00,5.55
S029,2025-02-05,2025,0.00,0.00,5.13
S030,2025-02-05,2025,0.00,0.00,2.66
S001,2025-02-06,2025,146.23,290.77,0.28
S002,2025-02-06,2025,120.38,317.01,2.33
S003,2025-02-06,2025,901.54,844.97,2.61
S004,2025-02-06,2025,184.52,290.21,5.50
S005,2025-02-06,2025,134.51,223.49,4.84
S006,2025-02-06,2025,133.14,292.22,5.32
S007,2025-02-06,2025,804.54,787.14,2.74
S008,2025-02-06,2025,29.19,59.58,4.17
S009,2025-02-06,2025,133.02,238.08,1.67
S010,2025-02-06,2025,224.44,717.33,0.24
S011,2025-02-06,2025,793.79,747.57,4.86
S012,2025-02-06,2025,67.37,143.26,3.29
S013,2025-02-06,2025,53.87,73.18,4.10
S014,2025-02-06,2025,237.84,562.28,5.19
S015,2025-02-06,2025,707.48,719.44,1.80
S016,2025-02-06,2025,48.98,108.74,2.16
S017,2025-02-06,2025,45.06,63.30,4.67
S018,2025-02-06,2025,110.23,332.89,1.80
S019,2025-02-06,2025,1215.91,926.19,3.13
S020,2025-02-06,2025,62.51,160.47,1.70
S021,2025-02-06,2025,133.55,223.12,1.66
S022,2025-02-06,2025,109.55,313.02,3.20
S023,2025-02-06,2025,672.60,685.01,2.37
S024,2025-02-06,2025,37.21,79.14,2.41
S025,2025-02-06,2025,173.11,247.81,4.04
S026,2025-02-06,2025,83.53,267.92,-0.24
S027,2025-02-06,2025,787.68,742.46,5.23
S028,2025-02-06,2025,0.00,0.00,2.92
S029,2025-02-06,2025,0.00,0.00,1.45
